file_path,duration,pitch_min,pitch_max,pitch_mean,pitch_std,velocity_min,velocity_max,velocity_mean,velocity_std,tempo_mean,tempo_std,chord_changes,harmony_complexity,rhythm_mean,rhythm_std,syncopation,note_overlap_ratio,total_notes,tempo_variation,dynamic_range,dynamic_contrast,emotion
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_1.mid,36.50911458333333,41.0,91.0,60.82062780269058,11.386567712420671,38.0,90.0,61.0,10.788633779774004,120.0,0.0,141.0,141.0,0.3771428905082212,0.7403818141298001,1.9631334243954435,0.852017937219731,223.0,0.0,52.0,10.788633779774004,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_10.mid,29.989583333333332,38.0,87.0,63.2887323943662,13.832285659361942,52.0,91.0,68.88732394366197,6.237210679789051,120.0,0.0,55.0,55.0,1.036320789319249,0.681360784513746,0.6574805712054919,0.971830985915493,142.0,0.0,39.0,6.237210679789051,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_11.mid,29.989583333333332,43.0,95.0,72.84530386740332,14.090800358457951,14.0,98.0,64.76243093922652,19.88235906086954,120.0,0.0,72.0,72.0,0.573492173112339,0.4259164114128532,0.7426717074470381,0.850828729281768,181.0,0.0,84.0,19.88235906086954,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_12.mid,29.989583333333332,36.0,86.0,65.38686131386861,10.55382324274764,31.0,80.0,58.88321167883212,10.528768856173306,120.0,0.0,200.0,200.0,0.35802539537712896,0.37146597711804596,1.037540861387107,0.8540145985401459,274.0,0.0,49.0,10.528768856173306,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_13.mid,37.75,45.0,95.0,70.20080321285141,13.390933790762467,49.0,99.0,73.81526104417671,10.114505470649155,120.0,0.0,117.0,117.0,0.6100704902945113,0.8254223128314131,1.3529949833058483,0.9116465863453815,249.0,0.0,50.0,10.114505470649155,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_14.mid,29.989583333333332,39.0,84.0,65.6878612716763,10.59696338571081,45.0,94.0,74.39306358381504,9.77589097584868,120.0,0.0,71.0,71.0,0.9546829841040463,0.5145659965669909,0.5389914821304815,0.9710982658959537,173.0,0.0,49.0,9.77589097584868,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_15.mid,29.989583333333332,40.0,99.0,63.08108108108108,10.38873708834347,53.0,89.0,74.74324324324324,7.309861555998154,120.0,0.0,60.0,60.0,0.9583157376126126,0.5508800140054351,0.574841873491304,0.9864864864864865,148.0,0.0,36.0,7.309861555998154,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_2.mid,37.69921875,41.0,101.0,68.28373702422145,13.481338320821976,39.0,101.0,71.36332179930795,11.897318940088525,120.0,0.0,158.0,158.0,0.7525861447520183,0.7943863422482655,1.0555420768608763,0.9273356401384083,289.0,0.0,62.0,11.897318940088525,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_3.mid,36.5390625,41.0,77.0,61.2125,8.929156945087257,35.0,90.0,65.3,11.395613191048561,120.0,0.0,40.0,40.0,0.8437581380208332,0.8063782148492098,0.9556982961263001,0.91875,160.0,0.0,55.0,11.395613191048561,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_4.mid,39.98958333333333,36.0,84.0,62.68036529680365,11.352714874706209,47.0,94.0,68.68493150684931,11.238644248248438,120.0,0.0,60.0,60.0,0.7555650684931506,0.41548638998653853,0.5499015337158947,0.9315068493150684,219.0,0.0,47.0,11.238644248248438,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_7.mid,39.98958333333333,38.0,91.0,63.63755458515284,10.584019640439253,41.0,95.0,67.46724890829694,7.890905817135354,120.0,0.0,120.0,120.0,0.4072393558951965,0.38603407575209586,0.9479291973230656,0.7903930131004366,229.0,0.0,54.0,7.890905817135354,hopeful
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_8.mid,36.84895833333333,45.0,94.0,67.24888888888889,11.696165035737565,55.0,92.0,69.82666666666667,8.061496966031392,120.0,0.0,101.0,101.0,0.7922627314814816,0.8015867901882646,1.0117688972815213,0.9555555555555556,225.0,0.0,37.0,8.061496966031392,happy
../EMOPIA_1.0/midis\Q1_2Z9SjI131jA_9.mid,39.98958333333333,43.0,86.0,67.3891891891892,8.971419598528211,22.0,88.0,61.24864864864865,13.554008514919055,120.0,0.0,69.0,69.0,0.8644214527027025,0.7539792741170741,0.8722357268664266,0.918918918918919,185.0,0.0,66.0,13.554008514919055,happy
../EMOPIA_1.0/midis\Q1_3ahg_eQZhxs_0.mid,39.98958333333333,24.0,84.0,59.67283950617284,12.977345049346468,43.0,114.0,85.59567901234568,13.112762837415321,120.0,0.0,187.0,187.0,0.8235194830246914,0.5528591633334755,0.671337077907238,0.9475308641975309,324.0,0.0,71.0,13.112762837415321,happy
../EMOPIA_1.0/midis\Q1_3ahg_eQZhxs_1.mid,29.989583333333332,26.0,94.0,62.506024096385545,13.614639086116183,48.0,112.0,86.9718875502008,14.728984513216378,120.0,0.0,154.0,154.0,0.827727576974565,0.5498571337955724,0.6642972266374892,0.9518072289156626,249.0,0.0,64.0,14.728984513216378,happy
../EMOPIA_1.0/midis\Q1_3N2G21U7guk_3.mid,49.98958333333333,29.0,84.0,61.65909090909091,9.635657850082511,36.0,104.0,74.23989898989899,10.818779220789228,120.0,0.0,153.0,153.0,0.9702658091329965,0.9034462620186868,0.9311327406517418,0.9570707070707071,396.0,0.0,68.0,10.818779220789228,hopeful
../EMOPIA_1.0/midis\Q1_3N2G21U7guk_5.mid,29.989583333333332,35.0,75.0,60.81609195402299,8.940238456237044,44.0,104.0,77.44061302681992,12.318308571430565,120.0,0.0,142.0,142.0,0.7578474217752236,0.5406843854577668,0.7134475488367273,0.9310344827586207,261.0,0.0,60.0,12.318308571430565,hopeful
../EMOPIA_1.0/midis\Q1_3N2G21U7guk_6.mid,39.98958333333333,32.0,80.0,57.45402298850575,10.961828278980763,40.0,106.0,80.78448275862068,12.600724779247678,120.0,0.0,181.0,181.0,0.9148594647988506,0.8699960107466198,0.9509613708132812,0.9080459770114943,348.0,0.0,66.0,12.600724779247678,happy
../EMOPIA_1.0/midis\Q1_4dXC1cC7crw_0.mid,37.819010416666664,32.0,83.0,62.13147410358566,9.820837541587462,45.0,107.0,76.49003984063745,13.680871151230834,120.0,0.0,84.0,84.0,0.6112632802124833,0.7951360341780809,1.3008077859701974,0.9322709163346613,251.0,0.0,62.0,13.680871151230834,hopeful
../EMOPIA_1.0/midis\Q1_4dXC1cC7crw_1.mid,38.408854166666664,27.0,87.0,56.34591194968554,17.376875916607624,71.0,111.0,95.18553459119497,8.623511348902632,120.0,0.0,208.0,208.0,0.7816430817610063,0.9429522671303728,1.2063719223433083,0.89937106918239,318.0,0.0,40.0,8.623511348902632,tense
../EMOPIA_1.0/midis\Q1_4ydjOX3pWds_0.mid,26.899739583333332,27.0,84.0,57.870722433460074,15.602427977519373,50.0,112.0,89.9467680608365,11.323325424982032,120.0,0.0,173.0,173.0,0.5894278754752852,0.4618236902589126,0.7835117907963227,0.935361216730038,263.0,0.0,62.0,11.323325424982032,happy
../EMOPIA_1.0/midis\Q1_4ydjOX3pWds_1.mid,19.989583333333332,27.0,82.0,57.14798206278027,14.995981014944475,43.0,106.0,88.87892376681614,10.083003267654622,120.0,0.0,151.0,151.0,0.5556392470104633,0.4821935594951384,0.8678176750283771,0.9192825112107623,223.0,0.0,63.0,10.083003267654622,happy
../EMOPIA_1.0/midis\Q1_5Ju9q1N2x0E_2.mid,59.98958333333333,26.0,95.0,60.83720930232558,10.649664767205913,28.0,102.0,69.68217054263566,14.443412433722342,120.0,0.0,276.0,276.0,0.9767618499677002,0.9143057489756325,0.936058005342722,0.9321705426356589,516.0,0.0,74.0,14.443412433722342,happy
../EMOPIA_1.0/midis\Q1_5NW0zDu6IYM_2.mid,65.5390625,27.0,91.0,63.49285714285714,14.71320904521387,53.0,108.0,87.84857142857143,9.518249281656532,120.0,0.0,450.0,450.0,0.6178627232142856,0.5966948260356395,0.9657401290232803,0.9285714285714286,700.0,0.0,55.0,9.518249281656532,happy
../EMOPIA_1.0/midis\Q1_60LLKmpgzRM_0.mid,29.359375,29.0,84.0,65.98076923076923,12.249788671042742,20.0,87.0,42.21153846153846,15.00684015638502,120.0,0.0,24.0,24.0,2.090870392628205,1.4264745502697658,0.6822395856285958,0.9038461538461539,52.0,0.0,67.0,15.00684015638502,happy
../EMOPIA_1.0/midis\Q1_6kRPHamGDSo_0.mid,29.989583333333332,38.0,86.0,59.3027027027027,11.12461323922882,27.0,98.0,72.3891891891892,14.145188921073345,120.0,0.0,103.0,103.0,0.728786599099099,0.6088826039222006,0.8354744786400853,0.9027027027027027,185.0,0.0,71.0,14.145188921073345,sad
../EMOPIA_1.0/midis\Q1_6kRPHamGDSo_1.mid,19.989583333333332,26.0,82.0,60.753768844221106,13.724667788194937,45.0,110.0,86.56281407035176,13.410219762966538,120.0,0.0,129.0,129.0,0.6441779208542714,0.5832204924316843,0.9053717514227297,0.8994974874371859,199.0,0.0,65.0,13.410219762966538,happy
../EMOPIA_1.0/midis\Q1_6kRPHamGDSo_3.mid,26.51953125,35.0,83.0,60.79904306220096,12.05362019684627,35.0,108.0,89.26315789473684,11.786076920097578,120.0,0.0,126.0,126.0,0.8555559708931421,0.9815811246917512,1.147302056307371,0.9473684210526315,209.0,0.0,73.0,11.786076920097578,happy
../EMOPIA_1.0/midis\Q1_6Uf9XBUD3wE_0.mid,29.989583333333332,30.0,86.0,60.70786516853933,13.240813858002458,33.0,86.0,71.28651685393258,9.33893253543473,120.0,0.0,114.0,114.0,1.0051863881086143,0.7866309026287628,0.7825721795824441,0.9213483146067416,178.0,0.0,53.0,9.33893253543473,hopeful
../EMOPIA_1.0/midis\Q1_6Uf9XBUD3wE_1.mid,39.98958333333333,28.0,95.0,60.95501730103806,19.274955982151752,28.0,93.0,62.63667820069204,11.771152823434033,120.0,0.0,402.0,402.0,0.45175308174740486,0.4415931390821371,0.9775099648994788,0.8719723183391004,578.0,0.0,65.0,11.771152823434033,happy
../EMOPIA_1.0/midis\Q1_6wFJhmhNeeg_0.mid,42.5,30.0,81.0,59.62642740619902,12.36789586327685,52.0,115.0,96.1305057096248,9.47130633158925,120.0,0.0,453.0,453.0,0.4867157762370856,0.3904463950313631,0.8022061623931654,0.8923327895595432,613.0,0.0,63.0,9.47130633158925,tense
../EMOPIA_1.0/midis\Q1_7yW9c7t8Hq0_1.mid,37.96875,29.0,91.0,62.054761904761904,12.591166638729831,39.0,112.0,87.52380952380952,11.570566301402337,120.0,0.0,269.0,269.0,0.528834945436508,0.6875343600861872,1.3000925260691432,0.9071428571428571,420.0,0.0,73.0,11.570566301402337,happy
../EMOPIA_1.0/midis\Q1_7yW9c7t8Hq0_2.mid,19.989583333333332,29.0,91.0,61.57539682539682,12.393925717213227,31.0,111.0,86.97222222222223,11.525128783420461,120.0,0.0,168.0,168.0,0.38835668816137564,0.3433052745497804,0.8839947528008715,0.8611111111111112,252.0,0.0,80.0,11.525128783420461,happy
../EMOPIA_1.0/midis\Q1_7yW9c7t8Hq0_3.mid,39.98958333333333,29.0,91.0,63.36344969199179,13.1707058901098,18.0,111.0,89.36139630390144,12.077980222863745,120.0,0.0,313.0,313.0,0.5046682494866529,0.6460378759561767,1.280123876652285,0.8747433264887063,487.0,0.0,93.0,12.077980222863745,happy
../EMOPIA_1.0/midis\Q1_8izVTDgBQPc_0.mid,39.98958333333333,31.0,86.0,63.270462633451956,12.701254574155284,53.0,88.0,75.41637010676156,5.778929914092138,120.0,0.0,135.0,135.0,1.023210446322657,1.0600462898487009,1.0360002613914168,0.900355871886121,281.0,0.0,35.0,5.778929914092138,hopeful
../EMOPIA_1.0/midis\Q1_8izVTDgBQPc_1.mid,29.989583333333332,30.0,81.0,56.15942028985507,13.738366027778248,44.0,87.0,72.17753623188406,7.142519326935264,120.0,0.0,168.0,168.0,0.530490451388889,0.4781039886088496,0.9012489995948368,0.8695652173913043,276.0,0.0,43.0,7.142519326935264,sad
../EMOPIA_1.0/midis\Q1_8rupdevqfuI_0.mid,39.98958333333333,30.0,87.0,63.01742160278746,12.822415163848728,37.0,97.0,77.75261324041811,9.84645809788543,120.0,0.0,156.0,156.0,0.9062772212543552,0.6139042524827901,0.6773912419790281,0.9616724738675958,287.0,0.0,60.0,9.84645809788543,hopeful
../EMOPIA_1.0/midis\Q1_8rupdevqfuI_1.mid,22.5,30.0,87.0,61.791666666666664,14.013112127858555,44.0,98.0,78.00595238095238,9.417876254261868,120.0,0.0,102.0,102.0,0.9994419642857143,0.7955062617831063,0.7959504305501545,0.9523809523809523,168.0,0.0,54.0,9.417876254261868,hopeful
../EMOPIA_1.0/midis\Q1_8rupdevqfuI_2.mid,29.989583333333332,34.0,87.0,62.45454545454545,11.754451318691547,7.0,96.0,68.66666666666667,14.682154357098163,120.0,0.0,99.0,99.0,1.2246225273569022,0.9854757877604793,0.804717997379509,0.9343434343434344,198.0,0.0,89.0,14.682154357098163,happy
../EMOPIA_1.0/midis\Q1_94ROf10d1iA_0.mid,39.33984375,42.0,92.0,68.8099173553719,11.395456575832418,24.0,98.0,71.85123966942149,13.608250509683238,120.0,0.0,41.0,41.0,1.4868823174931132,0.9174076877359981,0.6170008728617806,0.8925619834710744,121.0,0.0,74.0,13.608250509683238,hopeful
../EMOPIA_1.0/midis\Q1_94ROf10d1iA_1.mid,39.6796875,47.0,90.0,66.50955414012739,12.210269163684174,36.0,93.0,72.2484076433121,11.257074803570864,120.0,0.0,75.0,75.0,1.4655984607218682,1.2484017415559185,0.8518033929573239,0.9235668789808917,157.0,0.0,57.0,11.257074803570864,hopeful
../EMOPIA_1.0/midis\Q1_94ROf10d1iA_2.mid,19.989583333333332,39.0,73.0,59.2,6.6862137675559365,53.0,90.0,73.38181818181818,7.817209241831672,120.0,0.0,21.0,21.0,1.5000710227272727,1.1675321575498132,0.7783179195256555,0.8909090909090909,55.0,0.0,37.0,7.817209241831672,sad
../EMOPIA_1.0/midis\Q1_94ROf10d1iA_3.mid,46.09895833333333,37.0,92.0,66.69611307420494,12.729569056126975,35.0,101.0,81.75618374558304,10.200494805161389,120.0,0.0,152.0,152.0,1.0076422629564195,0.8148644021994254,0.8086842247055176,0.9293286219081273,283.0,0.0,66.0,10.200494805161389,happy
../EMOPIA_1.0/midis\Q1_9v2WSpn4FCw_0.mid,28.989583333333332,27.0,83.0,54.03867403314917,13.727966632210014,47.0,111.0,84.40883977900552,14.913701264079911,120.0,0.0,106.0,106.0,0.9775552486187845,1.1547229873336582,1.1812355250152857,0.9613259668508287,181.0,0.0,64.0,14.913701264079911,happy
../EMOPIA_1.0/midis\Q1_9v2WSpn4FCw_1.mid,19.989583333333332,26.0,84.0,54.63291139240506,16.972559547685893,40.0,112.0,90.4493670886076,11.889548366482087,120.0,0.0,102.0,102.0,0.3482743275316455,0.5920348461481083,1.6999095234612542,0.7531645569620253,158.0,0.0,72.0,11.889548366482087,hopeful
../EMOPIA_1.0/midis\Q1_9v2WSpn4FCw_10.mid,29.989583333333332,24.0,100.0,59.20792079207921,18.545982546475887,46.0,114.0,86.45214521452145,14.470529526281751,120.0,0.0,229.0,229.0,0.45383405528052806,0.3044060540138688,0.670743084332238,0.8844884488448845,303.0,0.0,68.0,14.470529526281751,happy
../EMOPIA_1.0/midis\Q1_9v2WSpn4FCw_2.mid,28.94921875,26.0,98.0,55.49612403100775,14.696212680395144,39.0,109.0,87.60077519379846,11.311632183504223,120.0,0.0,169.0,169.0,0.4060935481266151,0.9047683959335354,2.2279802279730863,0.8217054263565892,258.0,0.0,70.0,11.311632183504223,happy
../EMOPIA_1.0/midis\Q1_9v2WSpn4FCw_5.mid,38.89973958333333,29.0,80.0,52.8494623655914,11.523184891058978,49.0,113.0,89.8763440860215,12.845683747289135,120.0,0.0,100.0,100.0,1.0816672267025087,0.863918865485708,0.7986919120397015,0.9139784946236559,186.0,0.0,64.0,12.845683747289135,happy
../EMOPIA_1.0/midis\Q1_9v2WSpn4FCw_6.mid,37.08984375,24.0,81.0,52.83980582524272,11.116705174775424,47.0,109.0,81.13592233009709,11.603940194296175,120.0,0.0,119.0,119.0,0.6505676072006471,0.8756496045388826,1.3459778735476082,0.8106796116504854,206.0,0.0,62.0,11.603940194296175,happy
../EMOPIA_1.0/midis\Q1_9Yb9OEVwups_0.mid,29.989583333333332,31.0,71.0,52.947916666666664,10.0326236511886,15.0,97.0,67.9375,11.92713336961848,120.0,0.0,87.0,87.0,0.640964084201389,0.3937148908761293,0.6142542157672992,0.921875,192.0,0.0,82.0,11.92713336961848,sad
../EMOPIA_1.0/midis\Q1_ANZf1QXsNrY_0.mid,39.98958333333333,26.0,101.0,70.62745098039215,16.75634007527256,37.0,111.0,82.37647058823529,13.273570795415214,120.0,0.0,114.0,114.0,1.026970996732026,1.0658524881013907,1.0378603597307923,0.9647058823529412,255.0,0.0,74.0,13.273570795415214,happy
../EMOPIA_1.0/midis\Q1_ANZf1QXsNrY_1.mid,35.029947916666664,25.0,104.0,65.4983498349835,12.855088393589071,24.0,111.0,83.15511551155116,14.36186157470359,120.0,0.0,179.0,179.0,0.8076311537403741,0.8429266259442512,1.0437024649685855,0.9306930693069307,303.0,0.0,87.0,14.36186157470359,happy
../EMOPIA_1.0/midis\Q1_ANZf1QXsNrY_2.mid,27.4296875,25.0,92.0,61.825688073394495,16.264355147984382,58.0,115.0,97.47247706422019,10.555301042731324,120.0,0.0,139.0,139.0,0.7864523604740061,0.5309205634351009,0.6750829295179525,0.926605504587156,218.0,0.0,57.0,10.555301042731324,happy
../EMOPIA_1.0/midis\Q1_ANZf1QXsNrY_3.mid,29.9296875,24.0,98.0,62.97202797202797,14.4558377667183,41.0,109.0,80.44405594405595,12.248962407192469,120.0,0.0,182.0,182.0,0.8287214087995337,0.661086190098919,0.7977182477481218,0.9265734265734266,286.0,0.0,68.0,12.248962407192469,happy
../EMOPIA_1.0/midis\Q1_ANZf1QXsNrY_4.mid,46.73958333333333,30.0,100.0,63.04601226993865,13.627641277836583,57.0,110.0,83.80061349693251,10.26639641398787,120.0,0.0,182.0,182.0,0.9440184049079755,1.0300932802507332,1.091179234319217,0.7975460122699386,326.0,0.0,53.0,10.26639641398787,hopeful
../EMOPIA_1.0/midis\Q1_ANZf1QXsNrY_5.mid,37.658854166666664,24.0,98.0,64.07590759075907,13.617991172791221,61.0,117.0,96.6006600660066,11.168478726131953,120.0,0.0,184.0,184.0,0.8047132838283828,0.8815669935370769,1.0955044625870551,0.9405940594059405,303.0,0.0,56.0,11.168478726131953,happy
../EMOPIA_1.0/midis\Q1_aYe-2Glruu4_0.mid,29.459635416666664,29.0,80.0,58.31645569620253,12.706316881918749,41.0,109.0,86.06645569620254,10.775265339383209,120.0,0.0,179.0,179.0,0.45028596387130815,0.3848349474511055,0.8546456659286219,0.8987341772151899,316.0,0.0,68.0,10.775265339383209,happy
../EMOPIA_1.0/midis\Q1_aYe-2Glruu4_1.mid,29.9296875,29.0,96.0,64.34411085450347,17.354058399006203,48.0,109.0,93.905311778291,9.410955949179133,120.0,0.0,309.0,309.0,0.4049118312163203,0.8031790262853697,1.9835899185081578,0.8868360277136259,433.0,0.0,61.0,9.410955949179133,happy
../EMOPIA_1.0/midis\Q1_aYe-2Glruu4_3.mid,29.989583333333332,38.0,91.0,69.09486166007905,11.386789953940943,32.0,98.0,74.84584980237155,10.701296168822527,120.0,0.0,99.0,99.0,0.7623929512516467,0.5541020229005936,0.7267932133828169,0.9209486166007905,253.0,0.0,66.0,10.701296168822527,hopeful
../EMOPIA_1.0/midis\Q1_aYe-2Glruu4_4.mid,36.59895833333333,29.0,103.0,64.00631578947369,15.212804928579537,48.0,109.0,89.97473684210526,11.437675218523742,120.0,0.0,297.0,297.0,0.4186074561403508,0.5538701428006712,1.32312536405221,0.9031578947368422,475.0,0.0,61.0,11.437675218523742,happy
../EMOPIA_1.0/midis\Q1_BGf5nCdzPOc_0.mid,39.98958333333333,38.0,83.0,62.568738229755176,12.566376763475148,39.0,94.0,74.97363465160075,9.075497411583042,120.0,0.0,381.0,381.0,0.37845750941619577,0.4321935846878467,1.1419870763154987,0.847457627118644,531.0,0.0,55.0,9.075497411583042,hopeful
../EMOPIA_1.0/midis\Q1_BGf5nCdzPOc_1.mid,36.639322916666664,37.0,83.0,63.16331096196868,12.971063846691056,41.0,94.0,77.11409395973155,8.981111325688788,120.0,0.0,336.0,336.0,0.39075316927665926,0.6081670112248022,1.5563968741459153,0.8680089485458613,447.0,0.0,53.0,8.981111325688788,hopeful
../EMOPIA_1.0/midis\Q1_biROWEwkDQQ_3.mid,29.989583333333332,28.0,83.0,55.726190476190474,14.15393084988765,43.0,104.0,77.32142857142857,11.447770332175224,120.0,0.0,121.0,121.0,0.7667462384259259,0.6981520923250767,0.91053865977658,0.9087301587301587,252.0,0.0,61.0,11.447770332175224,sad
../EMOPIA_1.0/midis\Q1_bIx4DwkZxFY_0.mid,29.989583333333332,40.0,85.0,64.26712328767124,9.141423929047026,39.0,89.0,64.41780821917808,10.623543799849921,120.0,0.0,61.0,61.0,1.0094534817351597,0.45027507410621276,0.446058270394224,0.9452054794520548,146.0,0.0,50.0,10.623543799849921,happy
../EMOPIA_1.0/midis\Q1_bIx4DwkZxFY_1.mid,37.69921875,33.0,91.0,64.81509433962265,11.595369866873183,34.0,88.0,65.30566037735849,10.901314012788145,120.0,0.0,171.0,171.0,0.5023977987421383,0.6938830606108463,1.381142716684135,0.7811320754716982,265.0,0.0,54.0,10.901314012788145,hopeful
../EMOPIA_1.0/midis\Q1_bIx4DwkZxFY_2.mid,38.729166666666664,38.0,74.0,57.39344262295082,7.829352132521176,33.0,78.0,59.38251366120219,9.149404723601501,120.0,0.0,98.0,98.0,1.1016478825136613,0.8776499245741142,0.7966700962303448,0.9617486338797814,183.0,0.0,45.0,9.149404723601501,sad
../EMOPIA_1.0/midis\Q1_bQS8eAXAhyE_0.mid,39.98958333333333,48.0,86.0,66.11299435028249,10.033767877199839,53.0,107.0,74.68926553672317,12.446929057538192,120.0,0.0,32.0,32.0,1.1660707980225988,0.6511813345668717,0.5584406501484582,0.9209039548022598,177.0,0.0,54.0,12.446929057538192,hopeful
../EMOPIA_1.0/midis\Q1_bQS8eAXAhyE_1.mid,19.908854166666664,48.0,91.0,66.82608695652173,11.713619623672724,29.0,106.0,73.2336956521739,15.82563809534275,120.0,0.0,112.0,112.0,0.48019276494565216,0.2807814562069558,0.5847265446382442,0.875,184.0,0.0,77.0,15.82563809534275,hopeful
../EMOPIA_1.0/midis\Q1_bQS8eAXAhyE_2.mid,39.98958333333333,45.0,86.0,68.57848837209302,11.256765512704098,41.0,107.0,75.5203488372093,12.43329382051071,120.0,0.0,220.0,220.0,0.5228735162306201,0.40505899951642765,0.774678745323508,0.8953488372093024,344.0,0.0,66.0,12.43329382051071,hopeful
../EMOPIA_1.0/midis\Q1_cB-Xh8H_7-Q_0.mid,49.98958333333333,31.0,81.0,56.53333333333333,12.871090895604453,41.0,82.0,65.68275862068965,8.270459922673021,120.0,0.0,224.0,224.0,0.6606471503831417,0.5495450441838198,0.8318283729296518,0.896551724137931,435.0,0.0,41.0,8.270459922673021,sad
../EMOPIA_1.0/midis\Q1_Cg2u_Ldjv8g_0.mid,29.989583333333332,41.0,91.0,62.05703422053232,12.111042707492501,25.0,74.0,49.893536121673,10.196364634240904,120.0,0.0,181.0,181.0,0.7068975760456274,0.4379402176132465,0.6195242881763385,0.9695817490494296,263.0,0.0,49.0,10.196364634240904,happy
../EMOPIA_1.0/midis\Q1_Cg2u_Ldjv8g_1.mid,45.549479166666664,41.0,84.0,60.073089700996675,10.64472979993144,29.0,94.0,54.04318936877076,13.342963671123576,120.0,0.0,188.0,188.0,0.7375847868217054,0.4982507176781563,0.6755165325808127,0.9667774086378738,301.0,0.0,65.0,13.342963671123576,happy
